Term	TermType	English	Turkish	Dutch	German	French	Italian	Portuguese	Spanish	Russian	Japanese	Korean
collection_5_card_4_theme_8	0	Gondola	Gondol	Gondel	Gondel	Gondole	Gondola	Gôndola	Góndola	Гондола	ゴンドラ	곤돌라
collection_5_card_5_theme_8	0	Train Ride	Tren Yolculuğu	Treinrit	Zugfahrt	Trajet en Train	Viaggio in Treno	Passeio de Trem	Viaje en Tren	Поездка на поезде	電車の旅	기차 여행
collection_5_card_6_theme_8	0	Spinning Cups	Dönen Fincanlar	Draaiende Bekers	Drehende Tassen	Toupies Tournantes	Tazze Rotanti	Copos Giratórios	Tazas Giratorias	Крутящиеся чашки	スピニングカップ	튜브 컵S
collection_5_card_7_theme_8	0	Roller Coaster	Rollercoaster	Achtbaan	Achterbahn	Montagnes russes	Montagne Russe	Montanha-Russa	Montaña Rusa	Американские горки	ジェットコースター	롤러코스터
collection_5_card_8_theme_8	0	Ferris Wheel	Dönme Dolap	Reuzenrad	Riesenrad	Grande Roue	Ruota Panoramica	Roda Gigante	Rueda de la Fortuna	Колесо обозрения	観覧車	관람차
collection_5_card_9_theme_8	0	Carousel	Atlıkarınca	Draaimolen	Karussell	Carrousel	Giostra	Carrossel	Carrusel	Карусель	メリーゴーラウンド	회전목마
collection_5_theme_9	0	Race Track	Yarış Pisti	Racebaan	Rennstrecke	Piste de Course	Pista di Gara	Pista de Corrida	Pista de Carrera	Трасса для гонок	レーストラック	레이스 트랙
collection_5_card_1_theme_9	0	Finish Line	Bitiş Çizgisi	Finishlijn	Ziellinie	Ligne d'arrivée	Traguardo	Linha de Chegada	Meta Final	Финишная черта	ゴールライン	결승선
collection_5_card_2_theme_9	0	Helmet	Kask	Helm	Helm	Casque	Elmo	Capacete	Casco	Шлем	ヘルメット	헬멧
collection_5_card_3_theme_9	0	Race Track	Yarış Pisti	Racebaan	Rennstrecke	Piste de course	Pista di Corsa	Pista de Corrida	Pista de Carreras	Трасса Для Гонок	レーストラック	레이스 트랙
collection_5_card_4_theme_9	0	Race Flag	Yarış Bayrağı	Racevlag	Rennflagge	Drapeau de Course	Bandiera di Gara	Bandeira de Corrida	Bandera de Carrera	Флаг гонки	レース旗	레이스 깃발
collection_5_card_5_theme_9	0	Traffic Cones	Trafik Konileri	Verkeerskegels	Verkehrshütchen	Cônes de circulation	Coni del traffico	Cones de Trânsito	Conos de Tráfico	Дорожные конусы	交通コーン	교통 콘es
collection_5_card_6_theme_9	0	Podium	Podyum	Podium	Podium	Podium	Podio	Pódio	Podio	Пьедестал	表彰台	포디움
collection_5_card_7_theme_9	0	Race Car	Yarış Arabası	Raceauto	Rennwagen	Voiture de course	Auto da Corsa	Carro de Corrida	Coche de Carreras	Гоночная машина	レースカー	경주용 자동차
collection_5_card_8_theme_9	0	Winner Pose	Kazanan Pozu	Winnaars Pose	Gewinnerpose	Pose du gagnant	Posa del Vincitore	Pose de Vencedor	Pose de Ganador	Позы победителя	勝者のポーズ	승리 포즈
collection_5_card_9_theme_9	0	Trophy	Kupa	Trofee	Trophäe	Trophée	Trofeo	Troféu	Trofeo	Трофей	トロフィー	트로피
collection_5_theme_10	0	Concert	Konser	Concert	Konzert	Concert	Concerto	Concerto	Concierto	Концерт	コンサート	콘서트
collection_5_card_1_theme_10	0	Ukulele	Ukulele	Ukulele	Ukulele	Ukulélé	Ukulele	Ukulele	Ukulele	Укулеле	ウクレレ	우쿨렐레
collection_5_card_2_theme_10	0	Microphone	Mikrofon	Microfoon	Mikrofon	Microphone	Microfono	Microfone	Micrófono	Микрофон	マイクロフォン	마이크로폰
collection_5_card_3_theme_10	0	Boombox	Boombox	Boombox	Boombox	Boombox	Boombox	Boombox	Boombox	Бумбокс	ブームボックス	붐박스
collection_5_card_4_theme_10	0	Stage	Sahne	Podium	Bühne	Étape	Fase	Etapa	Escenario	Этап	ステージ	스테이지
collection_5_card_5_theme_10	0	Drum Set	Davul Seti	Drumstel	Schlagzeug	Batterie	Batteria	Conjunto de Bateria	Batería	Барабанная установка	ドラムセット	드럼 세트
collection_5_card_6_theme_10	0	Music Sign	Müzik Simgesi	Muzieksignaal	Musikzeichen	Signe Musical	Segno Musicale	Sinal de Música	Señal de Música	Музыкальный Знак	音楽記号	음악 기호
collection_5_card_7_theme_10	0	Notes	Notalar	Muzieknoten	Noten	Notes de Musique	Note Musicali	Notas Musicais	Notas Musicales	Ноты	音符	음표
collection_5_card_8_theme_10	0	DJ Setup	DJ Seti	DJ-set	DJ-Pult	Platines DJ	Consolle DJ	Equipamento de DJ	Equipo de DJ	DJ-пульт	DJセット	DJ 세트
collection_5_card_9_theme_10	0	Rock Star	Rock Yıldızı	Rockster	Rockstar	Rockeur Étoile	Rock Star	Estrela do Rock	Estrella del Rock	Рок-звезда	ロックスター	록 스타
collection_5_theme_11	0	Parkour	Parkur	Parcours	Parkour	Parcours	Percorso	Parkour	Parque	Паркур	パルクール	파쿠르
collection_5_card_1_theme_11	0	Tunnel Tube	Tünel Tüpü	Tunnelbuis	Tunneltube	Tube de Tunnel	Tubo del tunnel	Túnel Tubo	Tubo del Túnel	Тоннельная Труба	トンネルチューブ	터널 튜브
collection_5_card_2_theme_11	0	Stepping Stones	Basamak Taşları	Overstapstenen	Trittsteine	Pas à Pas	Pietre Miliari	Pedras de Passagem	Trampolines de Piedra	Переправа по камням	足場の石	징검다리
collection_5_card_3_theme_11	0	Balance Beam	Denge Kirişi	Evenwichtsbalk	Balancierbalken	Barre d'équilibre	Trave di Equilibrio	Trave de Equilíbrio	Viga de Equilibrio	Балансирная Балка	平均台	균형 빔
collection_5_card_4_theme_11	0	Rings	Halkalar	Ringen	Ringe	Anneaux	Anelli	Anéis	Anillos	Кольца	リング	반지들
collection_5_card_5_theme_11	0	Hoop	Çember	Hoep	Reifen	Cerceau	Cerchio	Aro	Aro	Обруч	フープ	후프
collection_5_card_6_theme_11	0	Rope Bridge	İp Köprüsü	Touwbrug	Seilbrücke	Pont de Corde	Ponte di Corde	Ponte de Corda	Puente de Cuerda	Верёвочный мост	ロープブリッジ	밧줄 다리
collection_5_card_7_theme_11	0	Golf Club	Golf Kulübü	Golfclub	Golf Club	Club de Golf	Mazza da Golf	Clube de Golfe	Club de Golf	Гольф-клуб	ゴルフクラブ	골프클럽
collection_5_card_8_theme_11	0	Rode Bull	Rodeo Boğası	Rodeostier	Rodeo-Bulle	Taureau de Rodéo	Toro Meccanico	Touro Mecânico	Toro Mecánico	Родео-бык	ロデオブル	로데오 황소
collection_5_card_9_theme_11	0	Hanging	Asılı Kal	Hangen	Hängen	Se Suspendre	Restare Appesi	Pendurar-se	Colgarse	Висеть	ぶら下がる	매달리기
collection_5_theme_12	0	Amusement	Eğlence	Amusement	Vergnügen	Amusement	Divertimento	Diversão	Entretenimiento	Развлечение	楽しさ	즐거움
collection_5_card_1_theme_12	0	Prize Booth	Ödül Kabini	Prijzenstand	Preisbude	Stand des Prix	Cabina Premi	Cabine de Prêmios	Caseta de Premios	Призовой киоск	賞品ブース	상품 부스
collection_5_card_2_theme_12	0	Ring Toss	Halka Atma	Ringwerpen	Ringwerfen	Lancer d'Anneaux	Lancio degli Anelli	Arremesso de Aros	Lanzamiento de Aros	Метание колец	輪投げ	링 던지기
collection_5_card_3_theme_12	0	Lucky Wheel	Şanslı Çark	Gelukswiel	Glücksrad	Roulette Chance	Ruota Fortunata	Roda da Sorte	Ruleta de la Suerte	Счастливое колесо	ラッキーホイール	행운의 룰렛
collection_5_card_4_theme_12	0	Candy	Şekerleme	Snoepje	Bonbon	Bonbon	Caramella	Doce	Caramelo	Конфета	キャンディー	사탕
collection_5_card_5_theme_12	0	Claw Machine	Pençe Makinesi	Kraanmachine	Greifautomat	Machine à Griffe	Macchina Raccogli-Pupazzi	Máquina de Garra	Máquina de Garra	Игровой автомат с когтем	クロー・マシン	클로 머신
collection_5_card_6_theme_12	0	Arcade Machine	Atari	Arcadekast	Spielautomat	Borne d'Arcade	Cabinato Arcade	Fliperama	Recreativa	Игровой автомат	ゲーム機	오락기
collection_5_card_7_theme_12	0	Photo Booth	Fotoğraf Kabini	Fotohokje	Fotoautomat	Cabine Photographique	Cabina Fotografica	Cabine Fotográfica	Cabina de Fotos	Фотокабина	フォトブース	포토 부스
collection_5_card_8_theme_12	0	Cheese	Peynir	Kaasje	Käse	Fromage	Formaggio	Queijo	Queso	Сыр	チーズ	치즈
collection_5_card_9_theme_12	0	Fun Day	Eğlence Günü	Leuke Dag	Spaßtag	Journée Amusante	Giornata Divertente	Dia Divertido	Día Divertido	День веселья	楽しい日	즐거운 날
collection_5_theme_13	0	Haunted	Perili	Spookachtig	Spukend	Hanté	Infestato	Assombrado	Embrujado	Призрачный	呪われた	유령의
collection_5_card_1_theme_13	0	Red Lantern	Kırmızı Fener	Rode Lantaarn	Rote Laterne	Lanterne Rouge	Lanterna Rossa	Lanterna Vermelha	Linterna Roja	Красный фонарь	赤いランタン	붉은 랜턴
collection_5_card_2_theme_13	0	Tunnel	Tünel	Tunnel	Tunnel	Tunnel	Galleria	Túnel	Túnel	Тоннель	トンネル	터널
collection_5_card_3_theme_13	0	Ride Cart	Vagon	Ritkarretje	Fahrwagen	Wagonnet	Vagoncino	Carrinho da Atração	Vagoneta	Вагонетка	ライドカート	라이드 카트
collection_5_card_4_theme_13	0	Scare Box	Korku Kutusu	Schrikdoos	Erschreckbox	Boîte Effrayante	Scatola Spaventosa	Caixa Assustadora	Caja de Sustos	Ящик Пугала	おどかし箱	괴짜 상자
collection_5_card_5_theme_13	0	Potion	İksir	Drank	Trank	Potion	Pozione	Poção	Poción	Зелье	ポーション	포션
collection_5_card_6_theme_13	0	Exit Sign	Çıkış Tabelası	Uitgangsbord	Ausgangsschild	Panneau de sortie	Segnale di Uscita	Sinal de Saída	Letrero de Salida	Выход	出口サイン	출구 표지판
collection_5_card_7_theme_13	0	Ghost Sign	Hayalet İşareti	Geestenbord	Geisterzeichen	Signal du Fantôme	Segno di Fantasma	Placa Fantasma	Señal de Fantasma	Призрачный Знак	ゴーストサイン	유령 기호
collection_5_card_8_theme_13	0	Mummy	Mumya	Mummie	Mumie	Momie	Mummia	Múmia	Momia	Мумия	ミイラ	미이라
collection_5_card_9_theme_13	0	Boo Ride	Boo Yolculuğu	Boo Rit	Boo-Fahrt	Balade Boo	Giro Boo	Passeio Assustador	Paseo Boo	Поездка Бу	ブーライド	부우 라이드
collection_5_theme_14	0	Magic Show	Sihirli Gösteri	Magische Show	Magische Show	Spectacle de Magie	Spettacolo Magico	Espetáculo Mágico	Espectáculo Mágico	Волшебное Шоу	マジックショー	매직 쇼
collection_5_card_1_theme_14	0	Magic Wand	Sihirli Asa	Toverstok	Magischer Zauberstab	Baguette Magique	Bacchetta Magica	Varinha Mágica	Varita Mágica	Волшебная Палочка	魔法の杖	마법 지팡이
collection_5_card_2_theme_14	0	Crystal Ball	Kristal Küre	Kristallen Bol	Kristallkugel	Boule de Cristal	Sfera di Cristallo	Bola de Cristal	Bola de Cristal	Хрустальный Шар	水晶玉	수정 구슬
collection_5_card_3_theme_14	0	Stage Curtain	Sahne Perdesi	Toneelgordijn	Bühnenvorhang	Rideau de Scène	Sipario di Scena	Cortina do Palco	Telón de Escenario	Занавес Сцены	ステージカーテン	막 커튼
collection_5_card_4_theme_14	0	Playing Cards	Oyun Kartları	Speelkaarten	Spielkarten	Cartes à jouer	Carte da Gioco	Cartas de Jogo	Cartas para Jugar	Игральные карты	カードをプレイ	플레잉 카드
collection_5_card_5_theme_14	0	Magic Hat	Sihirli Şapka	Magische Hoed	Zauberhut	Chapeau Magique	Cappello Magico	Chapéu Mágico	Sombrero Mágico	Волшебная Шляпа	マジックハット	마법 모자
collection_5_card_6_theme_14	0	Flying Carpet	Uçan Halı	Vliegend Tapijt	Fliegender Teppich	Tapis Volant	Tappeto Volante	Tapete Voador	Alfombra Voladora	Летающий ковер	フライングカーペット	비행 양탄자
collection_5_card_7_theme_14	0	Rabbit in Hat	Şapkadaki Tavşan	Konijn in Hoed	Kaninchen im Hut	Lapin dans le Chapeau	Coniglio nel Cappello	Coelho na Cartola	Conejo en el Sombrero	Кролик в Шляпе	帽子の中のウサギ	모자 속 토끼
collection_5_card_8_theme_14	0	Escape Artist	Kaçış Sanatçısı	Ontsnappingskunstenaar	Entfesselungskünstler	Artiste de l'évasion	Artista della fuga	Artista do Escape	Artista del Escape	Искусный Побег	脱出アーティスト	탈출의 명수
collection_5_card_9_theme_14	0	Pick a Card	Bir Kart Seç	Kies een Kaart	Ziehe eine Karte	Choisissez une Carte	Scegli una Carta	Escolha uma Carta	Escoge una carta	Выберите карту	カードを選んでください	카드 선택
collection_5_theme_15	0	Games	Oyunlar	Spellen	Spiele	Jeux	Giochi	Jogos	Juegos	Игры	ゲーム	게임들
collection_5_card_1_theme_15	0	Basketball	Basketbol	Basketbal	Basketball	Basket-ball	Pallacanestro	Basquetebol	Baloncesto	Баскетбол	バスケットボール	농구
collection_5_card_2_theme_15	0	Balloon Pop	Balon Patlatma	Ballon Pop	Ballon-Pop	Éclatement de Ballon	Scoppio Palloncino	Estouro de Balões	Explosión de Globos	Шариковый Поп	バルーンポップ	풍선 터뜨리기
collection_5_card_3_theme_15	0	Target Shooting	Hedef Vurma	Doelschieten	Zielschießen	Tir à Cible	Tiro al Bersaglio	Tiro ao Alvo	Tiro al Blanco	Стрельба по мишеням	ターゲットシューティング	과녁 사격
collection_5_card_4_theme_15	0	Whack-a-Mole	Köstebeği Vur	Sla de Mol	Hau den Maulwurf	Tape-taupe	Acchiappa la Talpa	Bata na Toupeira	Golpea al Topo	Ударь Крота	モグラたたき	두더지 잡기
collection_5_card_5_theme_15	0	High Striker	Yüksek Vuruşçu	Krachtmeter	Hau-den-Lukas	Le Haut Striker	Martello a Testa	Batedor Forte	Golpeador Fuerte	Силач	ハイストライカー	높은 타격기
collection_5_card_6_theme_15	0	Dart	Dart	Dartsen	Dart	Dart	Freccetta	Dardo	Dardo	Дротик	ダーツ	다트
collection_5_card_7_theme_15	0	Stacked Caps	Bardak Kulesi	Bekertoren	Becherturm	Tour de Gobelets	Torre di Bicchieri	Torre de Copos	Torre de Vasos	Башня стаканов	カップタワー	컵 타워
collection_5_card_8_theme_15	0	Splash	Sıçrama	Plons	Spritzer	Éclaboussure	Acqua schizzata	Toque	Salpicadura	Всплеск	スプラッシュ	스플래시
collection_5_card_9_theme_15	0	Smash It	Ezip Geç	Maak het stuk	Zerschmettere Es	Éclate-le	Distruggilo	Esmague-o	Destrúyelo	Разбей это	スマッシュせよ	부숴버려
